Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Issuing Agency,Violation Location,Violation Precinct,Issuer Precinct,Violation Time,Date First Observed,Law Section,Sub Division,Vehicle Year,Feet From Curb
35050JU,NY,COM,02/24/2017,19,T,9.0,9,9,1117A,0,408,c3,2005,0
GZK4605,NY,PAS,01/20/2017,38,T,70.0,70,70,0918P,0,408,h1,2015,0
GRR5700,NY,PAS,09/16/2016,20,T,1.0,1,1,0140P,0,408,d,2007,0
HEB8184,NY,PAS,02/11/2017,14,P,32.0,32,32,0715A,0,408,F1,2014,0
869ZR9,MA,999,10/15/2016,53,P,61.0,61,61,0728P,0,408,F1,0,0
GDV9810,NY,PAS,02/11/2017,38,T,105.0,105,105,0425P,0,408,h1,2007,0
GVH9098,NY,PAS,01/25/2017,70,T,60.0,60,60,0126P,0,408,j3,2015,0
T638216C,NY,OMT,05/08/2017,20,T,40.0,40,40,0236P,0,408,d,2007,0
MSINGH,NY,SRF,08/22/2016,37,T,33.0,33,33,0156P,0,408,h1,2011,0
XBPZ81,NJ,PAS,04/19/2017,46,T,1.0,1,1,1203P,0,408,F1,0,0
HCM6889,NY,PAS,10/28/2016,38,T,68.0,68,68,0945P,0,408,h1,2016,0
71WC47,MA,PAS,11/14/2016,21,T,30.0,30,30,1125A,0,408,d1,0,0
HEJ9518,NY,PAS,04/26/2017,38,T,66.0,66,66,0542P,0,408,h1,2016,0
HKB2413,NY,PAS,05/22/2017,21,T,33.0,33,33,1140A,0,408,d1,2004,0
85795MC,NY,COM,10/29/2016,46,P,19.0,19,19,1240P,0,408,F1,2013,0
HCR1371,NY,PAS,01/17/2017,40,T,60.0,60,60,0959P,0,408,e2,2016,0
HFR6545,NY,PAS,10/31/2016,71,T,49.0,49,49,0950A,0,408,j6,2004,0
62122MJ,NY,COM,04/14/2017,40,T,44.0,44,44,1114A,0,408,e2,2005,0
HGU5174,NY,PAS,07/13/2016,21,T,7.0,7,7,0010A,0,408,d1,2016,0
AP169V,NJ,PAS,02/22/2017,18,T,19.0,19,19,0857A,0,408,f4,0,0
21530JX,NY,COM,01/30/2017,69,T,10.0,10,10,0238P,0,408,h1,2007,0
ENM3708,NY,PAS,02/10/2017,14,T,68.0,68,68,1246P,0,408,c,2001,0
T640396C,NY,OMT,05/27/2017,19,T,42.0,42,42,0749P,0,408,c3,2008,0
85846MD,NY,COM,10/25/2016,14,T,18.0,18,18,0539P,0,408,c,2014,0
HAE6612,NY,PAS,11/22/2016,71,T,120.0,120,120,0920A,0,408,j6,1997,0
HFP7192,NY,PAS,10/25/2016,46,T,90.0,90,90,0220P,0,408,f1,0,0
S25DSK,NJ,PAS,06/08/2017,14,T,18.0,18,18,0710A,0,408,c,0,0
HMF6591,NY,PAS,12/14/2016,21,T,110.0,110,110,1239P,0,408,d1,2017,0
L727629,NJ,PAS,08/31/2016,21,T,78.0,78,78,1109A,0,408,d1,0,0
GNN9248,NY,PAS,05/04/2017,21,T,70.0,70,70,1244P,0,408,d1,2001,0
D49HND,NJ,PAS,03/22/2017,37,T,114.0,114,114,0122P,20170322,408,h1,0,0
34555MD,NY,COM,11/09/2016,47,T,13.0,13,13,1117A,0,408,l2,2013,0
HAT7232,NY,PAS,05/27/2017,38,T,20.0,20,20,0942A,0,408,h1,2013,0
23800TC,NY,TRC,03/28/2017,14,T,6.0,6,6,1006A,0,408,c,2001,0
HFM9768,NY,PAS,04/05/2017,37,T,109.0,109,109,1212P,0,408,h1,2016,0
HNF6718,NY,PAS,04/21/2017,14,T,84.0,84,84,0349P,0,408,c,2017,0
GNR5598,NY,PAS,07/20/2016,21,S,69.0,69,0,1114A,0,408,D1,2013,0
GPY8489,NY,PAS,10/06/2016,71,T,122.0,122,122,0303P,0,408,j6,2006,0
GXG5042,NY,PAS,05/23/2017,38,T,70.0,70,70,1213P,0,408,h1,2011,0
26684MA,NY,COM,02/23/2017,37,T,19.0,19,19,0132P,20170223,408,h1,2010,0
HAT6686,NY,PAS,08/17/2016,21,T,47.0,47,47,0950A,0,408,d1,2009,0
AS299T,NJ,PAS,10/14/2016,69,T,19.0,19,19,1101A,0,408,h1,0,0
TRW42B,NJ,PAS,10/09/2016,46,P,18.0,18,18,1046P,0,408,F1,0,0
2383103,IN,PAS,02/01/2017,53,T,1.0,1,1,1132A,0,408,f6,0,0
T712744C,NY,OMT,03/07/2017,38,T,71.0,71,71,1241P,0,408,h1,2011,0
M322307,NJ,PAS,04/26/2017,21,T,114.0,114,114,0737A,0,408,d1,0,0
HBX2351,NY,PAS,12/07/2016,20,T,61.0,61,61,0117P,0,408,d,2005,0
FCX7311,NY,PAS,03/20/2017,14,T,20.0,20,20,1215P,0,408,c,2007,0
GYR5020,NY,PAS,03/23/2017,21,T,109.0,109,109,0736A,0,408,d1,2016,0
VFP7291,VA,PAS,03/02/2017,53,T,114.0,114,114,1102A,0,408,f6,0,0
85562ME,NY,COM,03/28/2017,38,T,19.0,19,19,0829A,0,408,h1,2015,0
41990JX,NY,COM,03/03/2017,48,T,48.0,48,48,0941A,0,408,e9,2008,0
FLC9623,NY,PAS,01/23/2017,21,T,102.0,102,102,0910A,0,408,d1,1998,0
GAM6902,NY,PAS,04/07/2017,71,T,105.0,105,105,1006A,0,408,j6,2016,0
53468JZ,99,COM,04/27/2017,21,S,108.0,108,0,1255A,0,408,D1,2006,0
GFW3620,NY,PAS,06/10/2017,98,P,115.0,115,115,0627A,0,408,K6,2008,0
HKT4222,NY,PAS,06/12/2017,14,T,110.0,110,110,0601A,0,408,c,2003,0
21239MG,NY,COM,09/09/2016,84,T,18.0,18,18,0902A,0,408,k7,2005,0
AT560J,NJ,PAS,01/25/2017,38,T,43.0,43,43,0104P,0,408,h1,0,0
ATE9889,NY,PAS,12/20/2016,21,T,90.0,90,90,1206P,0,408,d1,2015,0
EWM9132,NY,PAS,11/11/2016,38,T,103.0,103,103,1137A,0,408,h1,2008,0
HCD4100,NY,PAS,11/01/2016,71,T,114.0,114,114,0852A,0,408,j6,2016,0
W43GFH,NJ,PAS,04/05/2017,38,T,6.0,6,6,0908P,0,408,h1,0,0
HJC9828,NY,PAS,03/10/2017,20,T,90.0,90,90,0734A,0,408,d,2005,0
HHU8104,NY,PAS,05/24/2017,38,T,66.0,66,66,1105A,0,408,h1,2016,0
T696481C,NY,OMT,06/20/2017,21,T,75.0,75,75,0914A,0,408,d1,2017,0
20654ME,NY,COM,03/02/2017,38,T,6.0,6,6,1013A,0,408,h1,2014,0
CRM6911,NY,PAS,12/16/2016,14,P,9.0,9,9,1210A,0,408,K6,2010,0
HEE4014,NY,PAS,11/22/2016,21,T,6.0,6,6,1129A,0,408,d1,2014,0
89661JV,NY,COM,08/06/2016,38,T,112.0,112,112,0101P,0,408,h1,2006,0
HWE6388,PA,PAS,08/05/2016,14,T,18.0,18,18,0645A,0,408,c,0,0
30182JF,NY,COM,11/25/2016,46,P,43.0,43,43,0100P,0,408,E5,2001,0
JLN1340,PA,PAS,11/16/2016,21,T,69.0,69,69,1158A,0,408,d1,0,0
HDV1381,NY,PAS,11/10/2016,38,T,78.0,78,78,0529P,0,408,h1,2007,0
XDGW94,NJ,PAS,06/08/2017,42,T,17.0,17,17,0434P,0,408,h1,0,0
EFD2730,NY,PAS,06/17/2017,38,T,120.0,120,120,1008A,0,408,h1,2008,0
FLJ3099,NY,PAS,06/22/2017,21,T,26.0,26,26,1128A,0,408,d1,2001,0
GVM6317,NY,PAS,01/27/2017,70,T,48.0,48,48,0111P,0,408,j3,2015,0
GDV2141,NY,PAS,12/15/2016,38,T,68.0,68,68,0304P,0,408,h1,2017,0
27527ME,NY,COM,01/27/2017,74,T,110.0,110,110,1006A,0,408,j2,2003,0
32295MA,NY,COM,06/27/2017,14,T,19.0,19,19,0856A,0,408,c,2012,0
22436JW,NY,COM,05/02/2017,40,T,19.0,19,19,1045A,0,408,e2,2007,0
GEA2261,NY,PAS,04/27/2017,38,T,105.0,105,105,0550P,0,408,h1,2007,0
HKF6916,NY,PAS,04/27/2017,14,T,17.0,17,17,0342P,0,408,c,2016,0
32353PC,NY,IRP,04/06/2017,46,T,19.0,19,19,0936A,0,408,F1,2013,0
ECL2156,NY,PAS,07/19/2016,21,T,104.0,104,104,0850A,0,408,d1,2011,0
HDE3721,NY,OMS,09/28/2016,38,T,19.0,19,19,0630P,0,408,h1,2016,0
57011ME,NY,COM,04/06/2017,16,T,1.0,1,1,1242P,0,408,k2,2014,0
PDB2482,NC,PAS,08/30/2016,21,T,79.0,79,79,0909A,0,408,d1,0,0
17596JE,NY,COM,06/16/2017,14,T,18.0,18,18,0204P,0,408,c,1990,0
91028MJ,NY,COM,12/13/2016,14,T,19.0,19,19,1012A,0,408,c,2017,0
FRJ7858,NY,PAS,07/22/2016,20,T,43.0,43,43,0139P,0,408,d,2002,0
EPY9505,NY,PAS,03/22/2017,21,T,112.0,112,112,0806A,0,408,d1,0,0
36733JX,NY,COM,11/14/2016,21,T,19.0,19,19,0943A,0,408,d1,2007,0
GGT7948,NY,PAS,08/22/2016,14,T,111.0,111,111,0419P,0,408,c,2014,0
T693044C,NY,OMT,11/03/2016,37,T,28.0,28,28,0606P,0,408,h1,2011,0
XANK50,NJ,PAS,04/29/2017,85,T,104.0,104,104,0254A,0,408,k5,0,0
GUZ4334,NY,PAS,10/13/2016,53,T,1.0,1,1,1032A,0,408,f6,2012,0
HCS2336,NY,PAS,01/27/2017,19,P,84.0,84,110,0721A,0,408,C,2015,0
GZM3633,NY,PAS,04/24/2017,38,T,47.0,47,47,0101P,0,408,h1,2017,0
HHJ5747,NY,PAS,06/03/2017,21,S,110.0,110,0,0749A,0,408,D1,2012,0
25739MA,NY,COM,04/11/2017,37,T,19.0,19,19,0244P,20170411,408,h1,2010,0
GWG7018,NY,PAS,05/16/2017,70,T,47.0,47,47,1034A,0,408,j3,2015,0
GJH8815,NY,PAS,04/08/2017,21,S,49.0,49,0,0841A,0,408,D1,2015,0
49731MA,NY,COM,12/30/2016,46,T,19.0,19,19,0323P,0,408,F1,0,0
XJ275S,NJ,PAS,04/25/2017,14,T,14.0,14,14,1254P,0,408,c,0,0
GWE6421,NY,PAS,11/04/2016,21,T,13.0,13,13,0910A,0,408,d1,2014,0
AA00234,CT,PAS,07/02/2016,14,T,45.0,45,45,1151P,0,408,c,0,0
GXU5070,NY,PAS,04/29/2017,37,T,103.0,103,103,0347P,0,408,h1,2006,0
8CE6308,MD,PAS,06/02/2017,40,T,32.0,32,32,0947P,0,408,e2,0,6
AJ08289,CT,PAS,04/12/2017,38,T,20.0,20,20,0642P,0,408,h1,0,0
44267JZ,NY,COM,08/12/2016,14,T,20.0,20,20,0318P,0,408,c,2008,0
T62GJP,NJ,PAS,09/18/2016,19,T,30.0,30,30,0257P,0,408,c3,0,0
VML8110,VA,PAS,02/21/2017,20,T,103.0,103,103,0123P,0,408,d,0,0
HFP4684,NY,PAS,08/05/2016,24,T,103.0,103,103,1141A,0,408,d5,2012,0
HCP8932,NY,PAS,04/18/2017,50,T,61.0,61,61,0908A,0,408,e5,2015,0
91599ME,NY,COM,04/13/2017,69,T,13.0,13,13,1152A,0,408,h1,2015,0
FZN7149,NY,PAS,08/24/2016,37,T,70.0,70,70,0511P,0,408,h1,2015,0
T686872C,NY,OMT,09/14/2016,71,T,52.0,52,52,0128P,0,408,j6,2015,0
HLD7424,NY,PAS,04/07/2017,21,T,110.0,110,110,0806A,0,408,d1,1999,0
HAL3201,NY,PAS,05/23/2017,46,T,115.0,115,115,1001A,0,408,f1,2002,0
923156N,NJ,PAS,03/21/2017,21,T,114.0,114,114,1227P,0,408,d1,0,0
GND8994,NY,PAS,11/05/2016,37,T,7.0,7,7,0629P,0,408,h1,2011,0
DUMBO,NY,SRF,03/08/2017,31,T,13.0,13,13,0922A,0,408,l3,2008,0
77993JV,NY,COM,02/06/2017,21,S,1.0,1,0,0931A,0,408,D1,2013,0
HFD4826,NY,PAS,09/09/2016,21,T,79.0,79,79,0820A,0,408,d1,1994,0
49734MA,NY,COM,04/04/2017,14,T,104.0,104,104,0807A,0,408,c,2011,0
DGN6881,NY,PAS,09/02/2016,21,P,114.0,114,114,1008A,0,408,E5,2009,0
FBP6836,NY,PAS,02/16/2017,74,T,30.0,30,30,0814A,0,408,j2,2003,0
GGR9506,NY,PAS,07/20/2016,70,T,50.0,50,50,0617P,0,408,j3,2013,0
HFK6846,NY,PAS,11/25/2016,20,T,106.0,106,106,0911A,0,408,d,2015,0
848SSCV,CT,CMB,06/09/2017,38,T,24.0,24,24,0457P,0,408,h1,0,0
12411JY,NY,COM,09/12/2016,38,T,19.0,19,19,0250P,0,408,h1,2007,0
ASV2478,NY,PAS,06/22/2017,24,T,43.0,43,43,1135A,0,408,d5,2005,0
49317JX,NY,COM,10/29/2016,14,T,1.0,1,1,0849A,0,408,c,2008,0
GXM8761,NY,PAS,07/01/2016,37,T,110.0,110,110,0337P,0,408,h1,2015,0
XS465D,NJ,PAS,10/27/2016,46,T,24.0,24,24,0232P,0,408,F1,0,0
GHK9710,NY,PAS,09/21/2016,38,T,71.0,71,71,0320P,0,408,h1,2016,0
30330MC,NY,COM,06/17/2017,37,T,19.0,19,19,1024A,20170617,408,h1,2006,0
HBZ9785,NY,PAS,05/16/2017,20,T,83.0,83,83,0711A,0,408,d,2009,0
7HG44,AL,PAS,08/29/2016,20,T,52.0,52,52,0129P,0,408,d,0,0
DHJ5741,NY,PAS,09/03/2016,38,T,60.0,60,60,1131A,0,408,h1,2013,0
FJA9910,NY,PAS,10/17/2016,20,T,13.0,13,13,0706A,0,408,d,2005,0
25570MC,NY,COM,09/06/2016,46,P,109.0,109,109,0432P,0,408,F1,2006,0
JEHIEL,NY,SRF,05/31/2017,20,T,112.0,112,112,0433P,0,408,d,2009,0
EJY9809,NY,PAS,06/15/2017,21,T,70.0,70,70,0839A,0,408,d1,2005,0
GWB7005,NY,PAS,05/01/2017,71,T,70.0,70,70,0446P,0,408,j6,2014,0
GMT8049,NY,PAS,02/27/2017,20,T,106.0,106,106,0610A,0,408,d,2007,0
99828MC,NY,COM,03/07/2017,46,T,6.0,6,6,1200P,0,408,F1,2006,0
HHG5974,NY,PAS,02/11/2017,38,T,83.0,83,83,0355P,0,408,h1,1999,0
2405692,PA,PAS,09/30/2016,21,T,60.0,60,60,0740A,0,408,d1,0,0
M70HGT,NJ,PAS,01/27/2017,37,T,6.0,6,6,0900P,20170127,408,h1,0,0
HNY5206,NY,PAS,04/21/2017,74,T,47.0,47,47,1222P,0,408,j2,2003,0
HJY5787,NY,PAS,03/24/2017,21,T,70.0,70,70,1224P,0,408,d1,2016,0
HMN1703,NY,PAS,04/01/2017,40,P,62.0,62,62,0413A,0,408,F7,2015,3
71017JM,NY,COM,08/25/2016,46,P,88.0,88,88,0540P,0,408,E5,2009,0
HJP5565,NY,PAS,10/04/2016,16,T,1.0,1,1,0530P,0,408,k2,2008,0
BLANKPLATE,99,999,08/20/2016,46,P,62.0,62,62,0612P,0,408,F1,0,0
XAYF77,NJ,PAS,02/27/2017,21,T,24.0,24,24,0850A,0,408,d1,0,0
68218MG,NY,COM,12/13/2016,47,T,13.0,13,13,1039A,0,408,l2,2015,0
ETP1967,NY,PAS,08/04/2016,21,T,112.0,112,112,0848A,0,408,d1,2015,0
XADY93,NJ,PAS,09/13/2016,37,T,19.0,19,19,0130P,0,408,h1,0,0
GUM5490,NY,PAS,06/08/2017,21,T,112.0,112,112,0857A,0,408,d1,2013,0
29222MK,NY,COM,05/05/2017,14,T,103.0,103,103,1027A,0,408,c,0,0
HMY3697,NY,PAS,04/10/2017,71,T,5.0,5,5,0947A,0,408,j6,2005,0
88700JA,NY,COM,02/23/2017,40,T,107.0,107,107,0432P,0,408,e2,2001,0
GFC5314,NY,PAS,11/22/2016,21,T,94.0,94,94,0845A,0,408,d1,2002,0
GBE4270,NY,PAS,05/24/2017,71,T,69.0,69,69,1111A,0,408,j6,2007,0
HLU6261,NY,PAS,04/17/2017,38,T,49.0,49,49,1227P,0,408,h1,2005,0
GHG9797,NY,PAS,11/18/2016,31,T,14.0,14,14,0102P,0,408,l3,2013,0
58910MG,NY,COM,04/21/2017,26,T,14.0,14,14,0406P,0,408,c7,2015,0
5733VQ,ME,PAS,01/28/2017,40,T,13.0,13,13,0223P,0,408,e2,0,6
72100MH,NY,COM,04/12/2017,14,T,19.0,19,19,1035A,0,408,c,2015,0
GYV8496,NY,PAS,05/02/2017,38,T,70.0,70,70,1236P,0,408,h1,2015,0
38BR360,AL,PAS,02/23/2017,21,T,88.0,88,88,0943A,0,408,d1,0,0
66604MB,NY,COM,05/11/2017,48,P,78.0,78,78,1256P,0,408,E2,2012,0
S938464,IA,PAS,01/09/2017,14,T,6.0,6,6,1107A,0,408,c,0,0
FBD7363,NY,PAS,09/10/2016,71,T,7.0,7,7,1007A,0,408,j6,2007,0
T703619C,NY,OMT,09/15/2016,13,T,13.0,13,13,0122P,0,408,c2,2015,0
AT985A,NJ,PAS,08/29/2016,84,T,14.0,14,14,1002A,0,408,k7,0,0
HMA6778,NY,PAS,04/03/2017,38,T,28.0,28,28,0404P,0,408,h1,2009,0
KCD4692,PA,PAS,10/06/2016,31,T,1.0,1,1,1019A,0,408,l3,0,0
GOFDX,NY,COM,03/15/2017,46,T,115.0,115,115,0254P,0,408,F1,2008,0
20410AD,NY,COM,10/28/2016,21,T,112.0,112,112,0847A,0,408,d1,1992,0
GZP8205,NY,PAS,03/28/2017,38,T,18.0,18,18,0418P,0,408,h1,2015,0
HHK8137,NY,PAS,09/14/2016,38,T,63.0,63,63,0147P,0,408,h1,2017,0
FLW5550,NY,PAS,04/06/2017,37,T,103.0,103,103,0227P,0,408,h1,2016,0
PRF4639,GA,PAS,04/28/2017,46,T,41.0,41,41,1042A,0,408,f1,0,0
731762B,TX,PAS,05/15/2017,21,T,90.0,90,90,1118A,0,408,d1,0,0
FJL6037,NY,PAS,08/17/2016,50,P,40.0,40,40,0658P,0,408,C3,2011,0
12133JY,NY,COM,09/23/2016,38,T,6.0,6,6,0431P,0,408,h1,2007,0
65936MK,NY,COM,06/14/2017,46,T,46.0,46,46,0454P,0,408,F1,0,0
HMU5912,NY,PAS,03/04/2017,38,T,114.0,114,114,1030A,0,408,h1,2017,0
JPC4516,PA,PAS,03/01/2017,19,T,78.0,78,78,0909P,0,408,c3,0,0
54295PC,NY,APP,08/09/2016,19,P,5.0,5,406,0555P,0,408,C3,0,0
FSJ1102,NY,PAS,03/29/2017,21,T,68.0,68,68,0859A,0,408,d1,2005,0
FRY1035,NY,PAS,04/29/2017,20,T,109.0,109,109,0432P,0,408,d,2011,0
XCGT11,NJ,PAS,10/18/2016,82,T,14.0,14,14,1209P,0,408,k1,0,0
OYA8199,NJ,PAS,02/16/2017,48,T,14.0,14,14,0959A,0,408,e9,0,0
GBV6820,NY,PAS,11/05/2016,70,T,61.0,61,61,0433P,0,408,j3,2013,0
FWP9546,NY,PAS,08/30/2016,21,T,114.0,114,114,0945A,0,408,d1,2013,0
853NG3,MA,PAS,09/29/2016,21,T,94.0,94,94,0843A,0,408,d1,0,0
C52DUH,NJ,PAS,11/14/2016,21,T,24.0,24,24,1209P,0,408,d1,0,0
ECT9910,NY,PAS,03/08/2017,38,T,115.0,115,115,1229P,0,408,h1,2014,0
HNR3840,NY,999,01/23/2017,21,T,112.0,112,112,0915A,0,408,d1,2017,0
530LAW,FL,PAS,07/23/2016,20,T,71.0,71,71,0746A,0,408,d,0,0
ZD53LE,NJ,PAS,05/17/2017,14,T,34.0,34,34,0307P,0,408,c,0,0
EGZ5296,NY,PAS,05/21/2017,71,T,94.0,94,94,0145P,0,408,j6,2008,0
2028134,IN,PAS,02/15/2017,84,T,14.0,14,14,0811A,0,408,k7,0,0
T674455C,NY,OMT,02/08/2017,16,T,115.0,115,115,0955A,0,408,k2,2013,0
EEH3996,NY,PAS,06/22/2017,21,T,94.0,94,94,1032A,0,408,d1,2007,0
T672543C,NY,OMT,10/18/2016,38,T,61.0,61,61,0142P,0,408,h1,2015,0
GGA4266,NY,PAS,10/18/2016,14,T,24.0,24,24,0706A,0,408,c,2001,0
FSY6987,NY,PAS,03/13/2017,14,T,28.0,28,28,0713A,0,408,c,2004,0
GNN27768,NY,PAS,09/30/2016,21,S,69.0,69,0,1158A,0,408,D1,2003,0
HJR5750,NY,PAS,02/03/2017,14,T,102.0,102,102,0536A,0,408,c,2005,0
HCC2829,NY,PAS,08/22/2016,14,P,111.0,111,111,0145A,0,408,C,2002,0
HBU4265,NY,PAS,01/07/2017,71,T,67.0,67,67,0613A,0,408,j6,2006,0
99H1010,TN,PAS,08/02/2016,21,T,114.0,114,114,0949A,0,408,d1,0,0
HPL5772,NY,PAS,06/12/2017,21,T,110.0,110,110,0853A,0,408,d1,2017,0
GSU8031,NY,PAS,06/20/2017,20,T,68.0,68,68,1047A,0,408,d,2014,0
FCN6061,NY,PAS,04/28/2017,21,T,110.0,110,110,1159A,0,408,d1,2014,0
88040MH,NY,COM,05/26/2017,21,T,23.0,23,23,1137A,0,408,d1,2015,0
HMC7627,NY,PAS,03/08/2017,70,T,84.0,84,84,0238P,0,408,j3,2013,0
GWY8527,NY,PAS,05/26/2017,71,T,107.0,107,107,0631A,0,408,j6,0,0
HKT3209,NY,PAS,12/13/2016,19,T,20.0,20,20,0128P,0,408,c3,2006,0
XBYW36,NJ,PAS,07/22/2016,50,T,28.0,28,28,0335P,0,408,e5,0,0
HCL5539,NY,PAS,05/26/2017,21,T,79.0,79,79,0901A,0,408,d1,2007,0
75213MH,NY,COM,11/28/2016,14,P,18.0,18,18,1005A,0,408,D,0,0
GXB8128,NY,PAS,09/01/2016,20,T,94.0,94,94,0139P,0,408,d,2010,0
67173MC,NY,COM,09/29/2016,38,T,23.0,23,23,0250P,0,408,h1,2013,0
PAL7145,MN,PAS,09/26/2016,47,T,14.0,14,14,1055A,0,408,l2,0,0
GMT8516,NY,PAS,11/01/2016,71,T,72.0,72,72,1023A,0,408,j6,2005,0
GGN8817,NY,PAS,11/18/2016,31,T,14.0,14,14,0613P,0,408,l3,2013,0
10632JU,NY,COM,06/20/2017,14,T,110.0,110,110,1258P,0,408,c,2005,0
483TFM,TN,PAS,12/19/2016,21,S,76.0,76,0,1146A,0,408,D1,0,0
EPF5214,NY,PAS,10/26/2016,38,T,66.0,66,66,1232P,0,408,h1,2008,0
MH718,RI,PAS,03/18/2017,38,T,17.0,17,17,1144A,0,408,h1,0,0
GMZ9316,NY,PAS,04/26/2017,37,T,19.0,19,19,1104A,0,408,h1,2003,0
EUM7025,NY,PAS,11/14/2016,46,P,60.0,60,60,1141A,0,408,C3,2007,0
GKB1444,NY,PAS,08/31/2016,21,T,61.0,61,61,0952A,0,408,d1,2016,0
2588073,IN,PAS,05/29/2017,19,T,24.0,24,24,0938A,0,408,c3,0,0
GSB3078,NY,PAS,01/16/2017,38,T,112.0,112,112,0452P,0,408,h1,2014,0
HLW1524,NY,PAS,10/26/2016,37,T,6.0,6,6,0844P,20161026,408,h1,2016,0
72108MH,NY,COM,04/18/2017,38,T,19.0,19,19,1055A,0,408,h1,2016,0
HRH9120,NY,PAS,05/22/2017,21,T,114.0,114,114,0849A,0,408,d1,2017,0
HHT7133,NY,PAS,01/09/2017,38,T,112.0,112,112,0835P,0,408,h1,2016,0
FTJ4934,NY,PAS,08/02/2016,21,T,83.0,83,83,1132A,0,408,d1,2012,0
HJY2207,NY,PAS,03/09/2017,74,T,108.0,108,108,0247P,0,408,j2,2017,0
HHP7446,NY,PAS,12/02/2016,31,T,20.0,20,20,0533P,0,408,l3,2016,0
KKN4822,PA,PAS,05/15/2017,46,P,52.0,52,52,0331A,0,408,F1,0,0
13041MJ,NY,COM,07/08/2016,47,T,13.0,13,13,0843A,0,408,l2,2013,0
GYX5626,NY,PAS,03/23/2017,21,S,104.0,104,0,0737A,0,408,D1,2012,0
GHM9658,NY,PAS,10/22/2016,38,T,78.0,78,78,1017A,0,408,h1,2008,0
HLA4803,NY,PAS,03/23/2017,74,T,109.0,109,109,1148A,0,408,j2,2005,0
T631317C,NY,OMT,09/26/2016,21,T,43.0,43,43,1139A,0,408,d1,2013,0
ASG8770,NY,PAS,03/26/2017,14,T,84.0,84,84,1246P,0,408,c,2008,0
GVU9201,NY,PAS,08/09/2016,37,T,13.0,13,13,0611P,0,408,h1,2011,0
XDDX12,NJ,PAS,01/21/2017,38,T,90.0,90,90,0840A,0,408,h1,0,0
GTC4836,NY,PAS,06/07/2017,24,T,68.0,68,68,1029A,0,408,d5,2004,0
10992ME,NY,COM,11/14/2016,40,T,1.0,1,1,0856A,0,408,e2,2013,0
AP656S,NJ,PAS,02/07/2017,38,T,18.0,18,18,0712A,0,408,h1,0,0
GNF2877,NY,PAS,09/26/2016,21,T,77.0,77,77,0809A,0,408,d1,2007,0
HFP5029,NY,PAS,05/16/2017,21,T,88.0,88,88,1152A,0,408,d1,2011,0
HGL1239,NY,PAS,04/20/2017,21,T,94.0,94,94,0738A,0,408,d1,2016,0
FXK5768,NY,PAS,06/24/2017,20,T,103.0,103,103,0733A,0,408,d,0,0
HDY4158,NY,PAS,02/18/2017,71,T,62.0,62,62,1043A,0,408,j6,2016,0
GMW3411,NY,PAS,05/26/2017,31,T,19.0,19,19,0807A,0,408,l3,2009,0
GUY5928,NY,PAS,05/18/2017,21,T,104.0,104,104,1108A,0,408,d1,2008,0
GPG1213,NY,PAS,03/19/2017,70,P,24.0,24,420,0615P,0,408,F1,2009,0
AP166T,NJ,PAS,02/20/2017,14,T,6.0,6,6,0920A,0,408,c,0,0
17236MH,NY,COM,03/03/2017,19,P,61.0,61,61,0922A,0,408,C3,2005,0
GFL3297,NY,PAS,10/21/2016,20,T,28.0,28,28,0352P,0,408,d,2006,0
XCEG93,NJ,PAS,09/15/2016,16,T,1.0,1,1,0211P,0,408,k2,0,0
XZ223J,NJ,PAS,08/30/2016,69,T,14.0,14,14,0732A,0,408,h1,0,0
XCYU94,NJ,PAS,10/24/2016,14,T,18.0,18,18,0422P,0,408,c,0,0
BLANKPLATE,99,999,02/13/2017,74,P,121.0,121,121,0951A,0,408,99,2001,0
XDYD73,NJ,PAS,10/06/2016,69,T,18.0,18,18,0741A,0,408,h1,0,0
GEG1583,NY,PAS,03/02/2017,38,T,104.0,104,104,0150P,0,408,h1,2013,0
AP338E,NJ,PAS,05/17/2017,14,T,17.0,17,17,0538P,0,408,c,0,0
GNV8363,NY,PAS,09/07/2016,70,T,114.0,114,114,0134P,0,408,j3,2016,0
GZD3951,NY,PAS,08/04/2016,21,T,108.0,108,108,1111A,0,408,d1,2012,0
XJX4470,PA,PAS,05/18/2017,84,T,33.0,33,33,0125P,0,408,k7,0,0
HBE5264,NY,PAS,10/03/2016,20,T,9.0,9,9,0936A,0,408,d,2003,0
JONNAS,NY,SRF,02/06/2017,40,T,115.0,115,115,1020A,0,408,e2,2011,4
HFG7121,NY,PAS,08/22/2016,16,T,19.0,19,19,0925A,0,408,k2,2014,0
63383JT,NY,COM,07/27/2016,69,T,1.0,1,1,0819A,0,408,h1,2008,0
69975MJ,NY,COM,06/13/2017,47,T,13.0,13,13,1002A,0,408,l2,2007,0
HGM9849,NY,PAS,05/03/2017,71,T,50.0,50,50,0700A,0,408,j6,2013,0
EUX8678,NY,PAS,09/27/2016,21,T,114.0,114,114,0838A,0,408,d1,2013,0
HBX4254,NY,PAS,06/22/2017,38,T,102.0,102,102,0424P,0,408,h1,2007,0
9V12H,NY,OMT,04/22/2017,38,T,24.0,24,24,1149A,0,408,h1,2014,0
HFV7703,NY,PAS,06/20/2017,38,T,66.0,66,66,0404P,0,408,h1,2016,0
DVA1919,NY,PAS,11/16/2016,19,T,112.0,112,112,1044P,0,408,c3,2015,0
